,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
813,0.52,34,14000,1664,63,3,0,1.5,8,oil,No,No,1
814,0.37,16,24500,1877,63,4,1,3,10,gas,No,No,2
815,0.33,37,21400,1838,63,3,1,1,7,gas,No,No,1
816,0.5,9,37800,2368,63,4,1,2.5,11,gas,No,No,2
817,0.33,32,22500,2104,63,5,1,1.5,11,gas,No,No,1
818,0.31,16,36800,1180,63,2,0,1.5,7,gas,No,No,1
819,0.53,11,38800,2399,63,4,1,2.5,11,gas,No,No,2
820,0.11,15,15400,1232,63,2,1,1.5,4,gas,No,No,1
821,0.14,17,19600,1180,63,2,0,1.5,6,gas,No,No,1
822,0.55,2,39500,2022,63,4,1,2.5,9,gas,No,No,2
823,0.14,19,21000,1364,63,2,1,1.5,5,gas,No,No,1
824,0.15,17,21000,1343,63,2,1,2.5,6,gas,No,No,1
825,1,70,35900,1492,63,3,0,1,7,oil,No,No,2
826,0.37,37,24500,999,63,3,1,1,6,gas,No,No,1
827,0.34,24,27000,2102,54,3,1,2.5,9,gas,No,No,1
828,0.32,18,27000,1656,54,3,1,1.5,4,gas,No,No,1
829,0.33,18,27000,1561,54,3,0,1.5,7,electric,No,No,1
830,0.15,19,15700,988,54,2,0,2,7,electric,No,No,1
831,0.32,17,27000,1765,54,5,1,2,9,gas,No,No,1
832,0.16,20,15700,912,54,2,1,1.5,4,electric,No,No,1
833,0.16,17,15100,1592,54,3,0,1.5,7,electric,No,No,1
834,0.06,54,3600,1344,54,5,0,1,8,electric,No,No,1
835,0.16,17,15100,1385,54,2,1,1.5,7,electric,No,No,1
836,0.15,17,15100,1385,54,2,0,1.5,5,electric,No,No,1
837,0.15,17,15100,1679,54,2,0,1.5,7,electric,No,No,1
838,0.15,20,15700,908,54,2,0,1,7,electric,No,No,1
839,0.31,16,27000,1527,54,2,1,2,5,gas,No,No,1
840,0.16,20,15700,912,54,2,0,1.5,3,electric,No,No,1
841,0.15,18,15100,1184,54,2,0,1.5,3,electric,No,No,1
842,0.46,26,24500,1719,63,3,1,1.5,7,electric,No,No,1
843,0.16,19,15100,1080,54,2,1,1,6,electric,No,No,1
844,0.33,16,27000,2118,54,4,1,2,9,electric,No,No,2
845,0.33,16,27000,2527,54,3,0,1.5,10,electric,No,No,2
846,0.49,15,25000,1592,54,3,1,1.5,8,gas,No,No,2
847,0.32,18,27000,1294,54,3,0,1,4,electric,No,No,1
848,0.94,33,25200,1974,63,4,1,2.5,8,gas,No,No,1
849,0.16,17,15700,988,54,2,1,2,7,electric,No,No,1
850,0.36,20,27000,1508,54,3,1,2,8,gas,No,No,2
851,0.16,17,15600,908,54,2,0,1,4,electric,No,No,1
852,0.35,20,27000,1910,54,4,1,2,7,electric,No,No,2
853,0.15,18,15700,912,54,2,0,1.5,5,electric,No,No,1
854,0.16,20,15700,912,54,2,0,1.5,5,electric,No,No,1
855,0.16,19,15700,988,54,2,0,2,4,electric,No,No,1
856,0.35,20,27000,1748,54,2,0,2,4,electric,No,No,1
857,0.16,18,15700,912,54,2,1,1.5,3,electric,No,No,1
858,0.15,17,15100,1385,54,3,0,1.5,8,electric,No,No,1
859,0.43,15,25000,1300,54,3,0,1.5,7,gas,No,No,2
860,0.15,17,15600,908,54,2,0,1,7,electric,No,No,1
861,1,25,21700,1900,54,3,0,2,7,electric,No,No,2
862,0.33,16,27000,2191,54,3,1,2.5,7,electric,No,No,1
863,0.16,25,15100,1080,54,2,1,1,4,gas,No,No,1
864,0.59,15,25000,1300,54,3,1,1.5,5,gas,No,No,1
865,0.4,1,15000,2458,63,4,1,2.5,10,gas,No,No,2
866,0.35,22,10500,1040,63,3,0,1,4,electric,No,No,1
867,0.44,0,13000,2886,63,4,1,3,12,gas,No,Yes,2
868,0.14,8,3700,1840,23,3,0,1,6,gas,No,No,1
869,0.37,19,13000,1988,63,2,0,1,4,electric,No,No,1
870,1,43,22900,672,57,2,0,1,3,oil,No,No,2
871,1.96,13,18400,1512,57,2,0,2,4,oil,No,No,1
872,0.16,20,15700,912,54,2,1,1.5,6,electric,No,No,1
873,0.15,19,15700,912,54,2,0,1.5,6,electric,No,No,1
874,0.15,17,15000,1385,54,2,0,1.5,5,electric,No,No,1
875,0.31,18,27000,1508,54,3,1,1.5,8,gas,No,No,1
876,0.15,17,15100,1385,54,2,0,1.5,5,electric,No,No,1
877,0.15,19,15100,1628,54,3,0,2.5,6,electric,No,No,1
878,0.16,17,15100,1592,54,3,0,1.5,5,electric,No,No,1
879,0.06,54,3600,1344,54,5,0,1,7,electric,No,No,1
880,0.16,17,15100,1385,54,2,1,1.5,7,electric,No,No,1
881,0.15,17,15100,1385,54,2,0,1.5,4,electric,No,No,1
882,0.15,17,15100,1679,54,2,0,1.5,4,electric,No,No,1
883,0.15,20,15700,908,54,2,0,1,3,electric,No,No,1
884,0.31,16,27000,1527,54,2,1,2,7,gas,No,No,1
885,0.16,20,15700,912,54,2,0,1.5,3,electric,No,No,1
886,0.15,18,15100,1184,54,2,0,1.5,3,electric,No,No,1
887,0.46,26,24500,1719,63,3,1,1.5,5,electric,No,No,1
888,0.16,19,15100,1080,54,2,1,1,5,electric,No,No,1
889,0.33,16,27000,2118,54,4,1,2,10,electric,No,No,2
890,0.33,16,27000,2527,54,3,0,1.5,8,electric,No,No,2
891,0.49,15,25000,1592,54,3,1,1.5,7,gas,No,No,2
892,0.32,18,27000,1294,54,3,0,1,4,electric,No,No,1
893,0.94,33,25200,1974,63,4,1,2.5,9,gas,No,No,1
894,0.16,17,15700,988,54,2,1,2,3,electric,No,No,1
895,0.36,20,27000,1508,54,3,1,2,7,gas,No,No,2
896,0.16,17,15600,908,54,2,0,1,4,electric,No,No,1
897,0.35,20,27000,1910,54,4,1,2,10,electric,No,No,2
898,0.15,18,15700,912,54,2,0,1.5,7,electric,No,No,1
899,0.16,20,15700,912,54,2,0,1.5,7,electric,No,No,1
900,0.16,19,15700,988,54,2,0,2,5,electric,No,No,1
901,0.35,20,27000,1748,54,2,0,2,6,electric,No,No,1
902,0.16,18,15700,912,54,2,1,1.5,6,electric,No,No,1
903,0.15,17,15100,1385,54,3,0,1.5,7,electric,No,No,1
904,0.43,15,25000,1300,54,3,0,1.5,4,gas,No,No,2
905,0.15,17,15600,908,54,2,0,1,5,electric,No,No,1
906,1,25,21700,1900,54,3,0,2,8,electric,No,No,2
907,0.33,16,27000,2191,54,3,1,2.5,8,electric,No,No,1
908,0.16,25,15100,1080,54,2,1,1,5,gas,No,No,1
909,0.59,15,25000,1300,54,3,1,1.5,5,gas,No,No,1
910,0.4,1,15000,2458,63,4,1,2.5,11,gas,No,No,2
911,0.35,22,10500,1040,63,3,0,1,8,electric,No,No,1
912,0.44,0,13000,2886,63,4,1,3,11,gas,No,Yes,2
913,0.14,8,3700,1840,23,3,0,1,7,gas,No,No,1
914,0.37,19,13000,1988,63,2,0,1,5,electric,No,No,1
915,1,43,22900,672,57,2,0,1,5,oil,No,No,2
916,1.96,13,18400,1512,57,2,0,2,6,oil,No,No,1
917,0.28,52,23200,1635,63,4,0,1.5,5,oil,No,No,1
918,0.31,39,25100,1672,63,4,0,1.5,5,gas,No,No,1
919,0.25,26,29000,1892,63,3,2,2,6,gas,No,No,1
920,0.56,18,30800,1652,63,3,1,2,6,gas,No,No,1
921,0.6,21,91600,2513,63,4,1,2.5,8,gas,No,No,2
922,0.47,1,14100,3336,63,4,1,3.5,12,gas,No,No,2
923,0.05,17,16000,1302,63,2,1,1.5,4,gas,No,No,1
924,0.58,16,38200,2006,63,3,1,2,5,gas,No,No,2
925,0.29,27,22700,1836,63,4,1,1.5,8,gas,No,No,1
926,1,49,69600,1994,60,3,1,2,9,oil,No,No,2
927,0.5,19,29000,1652,63,3,1,2,6,gas,No,No,1
928,0.57,8,31100,1888,63,3,1,2.5,7,gas,No,No,2
929,0.08,19,17200,1480,63,3,1,1.5,5,gas,No,No,1
930,0.2,19,19000,1234,63,2,1,2,7,electric,No,No,1
931,0.3,31,24500,1778,63,3,1,1.5,7,gas,No,No,1
932,0.65,23,72000,2514,63,5,1,2.5,10,gas,No,No,2
933,0.56,35,30800,2700,63,4,1,2.5,10,gas,No,No,2
934,0.7,21,39200,2330,63,4,1,3.5,8,gas,No,No,2
935,0.6,33,32000,2676,63,4,1,2.5,11,gas,No,No,1
936,2.85,25,54700,2180,60,4,1,2,8,electric,No,No,2
937,0.47,21,48300,2284,63,4,1,2.5,9,gas,No,No,2
938,0.06,19,16400,1314,63,2,0,1.5,6,electric,No,No,1
939,0.41,35,44300,2396,63,4,1,2.5,11,gas,No,No,2
940,0.57,45,33200,2088,63,4,1,2,8,gas,No,No,1
941,0.48,39,28200,2310,63,5,1,2.5,11,gas,No,No,1
942,0.53,19,65800,2040,63,4,1,2.5,10,gas,No,No,2
943,12.2,19,111300,2599,63,3,1,2.5,11,electric,No,No,2
944,0.61,16,29100,1702,63,3,1,1.5,6,gas,No,No,2
945,0.49,18,28600,2125,63,4,1,2.5,8,gas,No,No,2
946,0.6,38,32000,2310,63,4,1,2.5,10,gas,No,No,1
947,0.12,31,18200,1431,63,3,0,1.5,8,gas,No,No,1
948,0.15,20,18500,924,63,2,0,1,7,gas,No,No,1
949,0.77,126,36300,1799,60,3,1,1,6,gas,No,No,1
950,0.26,23,18200,976,63,3,0,2,5,electric,No,No,1
951,0.66,19,53000,2217,63,4,1,2.5,8,gas,No,No,2
952,0.57,102,25800,1969,77,4,2,1,6,oil,No,No,1
953,0.47,19,75200,2376,63,3,1,2.5,8,gas,No,No,2
954,0.48,18,36700,1585,63,3,1,1.5,5,gas,No,No,1
955,0.46,32,32700,1453,63,4,1,2,7,gas,No,No,2
956,0.57,12,67300,2973,63,4,1,3,11,oil,No,No,2
957,0.43,37,31400,1612,63,3,1,1.5,7,gas,No,No,1
958,0.58,4,17400,2734,63,3,1,2.5,9,gas,No,No,2
959,0.15,22,18500,1479,63,3,1,1.5,5,electric,No,No,1
960,0.14,19,18400,945,63,2,0,1,3,electric,No,No,1
961,0.4,25,25000,1938,63,4,1,2.5,8,gas,No,No,2
962,0.1,174,32800,1364,63,5,1,1,9,oil,No,No,1
963,0.5,2,15000,3242,63,4,1,2.5,11,gas,No,No,2
964,0.42,23,57500,1571,63,3,2,2,7,gas,No,No,2
965,0.09,21,17600,1314,63,2,1,1.5,6,electric,No,No,1
966,0.46,3,16100,2413,63,4,1,1.5,11,gas,No,No,2
967,0.48,56,31800,900,77,2,1,1,5,oil,No,No,1
968,0.58,0,17400,3157,63,4,1,3.5,10,gas,No,No,2
969,0.28,102,22400,908,60,2,1,1,7,oil,No,No,1
970,0.13,20,18300,924,63,2,0,1,6,electric,No,No,1
971,0.12,18,18200,1138,63,2,1,1,6,electric,No,No,1
972,0.45,38,27000,2310,63,5,1,2.5,12,gas,No,No,2
973,0.46,30,30400,1874,63,4,1,2,9,gas,No,No,1
974,0.29,20,20300,1228,63,4,0,1.5,6,electric,No,No,1
975,0.06,19,16400,1479,63,3,1,1.5,5,gas,No,No,1
976,0.44,38,31800,1612,63,3,0,1.5,6,gas,No,No,1
977,0.49,22,48800,2088,63,4,1,2.5,6,electric,No,No,2
978,0.4,4,30000,2131,63,4,1,2.5,10,gas,No,No,2
979,0.15,20,18500,924,63,2,1,1,5,gas,No,No,1
980,0.34,74,24800,1692,60,4,0,1.5,8,electric,No,No,1
981,0.28,82,12600,1568,63,3,0,1,7,gas,No,No,1
982,0.57,35,33200,2262,77,4,1,2.5,9,gas,No,No,2
983,0.61,8,71200,2960,63,4,1,2.5,10,gas,No,No,2
984,0.45,31,27000,1683,63,4,1,2.5,8,gas,No,No,1
985,0.86,36,35800,2680,63,5,1,3.5,12,gas,No,No,2
986,0.38,26,40100,2742,77,3,1,3,8,oil,No,No,2
987,0.5,30,29000,2012,63,4,1,2.5,10,gas,No,No,2
988,0.35,31,27800,2702,63,5,1,1.5,9,gas,No,No,2
989,0.13,21,18300,1314,63,2,1,1.5,6,gas,No,No,1
990,0.56,38,34800,1672,63,3,1,1.5,8,gas,No,No,1
991,0.2,55,7700,1200,63,2,0,1,4,oil,No,No,1
992,0.29,4,35800,1700,63,3,1,2.5,6,gas,No,No,1
993,0.5,40,29000,2652,63,5,1,3.5,12,gas,No,No,2
994,0.77,16,74400,3062,63,4,1,2.5,9,gas,No,No,2
995,0.09,25,17600,1290,63,2,1,1.5,5,gas,No,No,1
996,0.22,23,15400,1012,63,3,0,2,5,electric,No,No,1
997,0.71,35,35100,2310,63,4,1,2.5,7,gas,No,No,2
998,0.33,31,26500,2026,63,3,1,2.5,7,gas,No,No,2
999,1,18,31800,1404,63,3,0,1,6,gas,No,No,2
1000,0.23,13,34100,1782,60,3,0,1,8,gas,No,No,2
1001,0.11,15,42000,2002,63,3,1,2.5,8,gas,No,No,2
1002,0.61,36,35100,1782,63,4,1,1.5,7,gas,No,No,1
1003,0.46,11,27400,2212,63,4,1,2.5,10,oil,No,No,2
1004,1.28,84,34600,1872,63,4,0,1,7,oil,No,No,2
1005,0.71,36,35100,1804,63,4,1,2.5,7,gas,No,No,2
1006,0.47,41,27800,1910,63,3,1,2.5,5,gas,No,No,2
1007,0.42,28,30900,1632,63,3,1,1.5,7,gas,No,No,1
1008,1.93,16,131500,3824,63,3,2,4,12,gas,No,No,2
1009,0.48,32,33600,1196,63,3,0,1.5,5,gas,No,No,1
1010,0.42,30,23200,2259,63,4,1,2.5,11,gas,No,No,2
1011,0.48,39,25400,1690,63,3,1,2,6,gas,No,No,2
1012,0.12,19,18200,1227,63,2,1,2,6,gas,No,No,1
1013,1.48,57,36000,1278,63,3,1,1,7,gas,No,No,1
1014,0.33,77,33500,668,60,1,0,1,2,oil,No,No,1
1015,0.46,17,60500,2762,63,4,1,2.5,8,gas,No,No,2
1016,0.32,38,42500,1558,63,3,1,1,4,gas,No,No,1
1017,0.92,11,36100,1352,63,3,0,2,5,electric,No,No,1
1018,0.46,37,27400,1920,63,5,1,2.5,9,gas,No,No,2
1019,0.34,6,36000,1940,63,3,1,2.5,7,gas,No,No,2
1020,0.23,30,19300,1249,63,3,0,1.5,8,gas,No,No,1
1021,0.28,27,19600,1576,63,3,0,2.5,4,gas,No,No,1
1022,0.07,30,16800,1419,63,3,0,1.5,4,gas,No,No,1
1023,0.29,4,35800,1700,63,3,1,2.5,7,gas,No,No,2
1024,0.77,15,38700,2748,63,4,1,3.5,8,gas,No,No,2
1025,0.33,18,35500,1792,63,3,1,2.5,7,gas,No,No,2
1026,0.66,36,35300,1724,63,3,0,1.5,8,electric,No,No,2
1027,1,15,83600,2692,63,3,1,3.5,8,gas,No,No,2
1028,0.39,29,24600,1734,63,4,1,2.5,7,oil,No,No,2
1029,0.31,32,25100,2014,63,3,1,1.5,7,gas,No,No,2
1030,0.42,36,30900,2056,63,4,1,1.5,9,gas,No,No,2
1031,0.46,36,32700,1745,63,4,0,1.5,6,gas,No,No,1
1032,0.14,13,18400,1352,63,2,1,1.5,5,gas,No,No,1
1033,0.5,30,29000,2259,63,4,1,2.5,9,gas,No,No,2
1034,0.35,33,35300,2572,60,3,1,2.5,11,gas,No,No,2
1035,0.15,18,18500,924,63,2,1,1,7,electric,No,No,1
1036,0.32,21,35000,2000,63,3,0,1.5,7,gas,No,No,1
1037,0.17,21,11900,929,63,2,0,1.5,6,gas,No,No,1
1038,0.48,42,15800,1540,77,4,0,1,7,oil,No,No,1
1039,0.77,44,47000,1730,63,3,1,2,9,oil,No,No,2
1040,0.95,50,36800,1500,63,3,1,1,5,oil,No,No,1
1041,0.53,10,65800,2522,63,4,1,2.5,12,gas,No,No,2
1042,0.06,19,16400,1479,63,3,1,1.5,4,electric,No,No,1
1043,0.46,36,32700,1922,63,4,1,1.5,9,gas,No,No,1
1044,0.18,20,12600,1215,63,2,1,1.5,5,gas,No,No,1
1045,0.47,33,33200,2772,63,5,2,3,12,gas,No,No,2
1046,0.47,6,16500,2574,63,4,0,2.5,12,gas,No,No,2
1047,0.19,21,18900,945,63,2,0,1,3,electric,No,No,1
1048,1.82,19,130700,2914,63,4,1,3.5,10,gas,No,No,2
1049,0.21,19,14700,1480,63,3,0,1.5,7,electric,No,No,1
1050,0.42,32,29400,1914,63,3,1,1.5,5,gas,No,No,2
1051,0.36,27,37000,1354,63,3,1,2,5,gas,No,No,1
1052,0.49,4,36900,2302,63,4,1,2.5,7,gas,No,No,2
1053,0.21,19,19100,1234,63,2,1,2,6,electric,No,No,1
1054,0.09,18,17600,1480,63,3,0,1.5,6,electric,No,No,1
1055,0.29,27,33000,1665,63,4,1,2,5,gas,No,No,2
1056,0.4,6,12000,2182,63,3,1,2.5,10,gas,No,No,2
1057,0.23,18,19300,924,63,2,1,1,7,electric,No,No,1
1058,1,19,49300,1220,63,3,0,2,5,electric,No,No,1
1059,0.09,18,17600,1480,63,3,0,1.5,8,electric,No,No,1
1060,0.08,21,17200,1375,63,2,1,1.5,3,electric,No,No,1
1061,0.47,22,61300,2003,63,3,1,2.5,7,gas,No,No,2
1062,0.07,15,1800,1480,54,2,1,2.5,5,gas,No,No,1
1063,0.06,15,1600,1480,54,3,0,1.5,6,gas,No,No,1
1064,0.25,11,8300,1456,54,3,0,1,8,gas,No,No,1
1065,0.72,5,27200,1888,57,3,1,2.5,9,gas,No,No,2
1066,0.92,28,8700,1112,54,3,0,1,8,oil,No,No,1
1067,0.19,16,3400,1480,54,2,1,1.5,6,gas,No,No,1
1068,0.07,15,1800,1480,54,2,1,2.5,3,electric,No,No,1
1069,0.35,27,7900,1836,54,3,0,2,5,gas,No,No,1
1070,0.98,96,16100,1522,54,4,0,2,7,oil,No,No,1
1071,2.92,1,20000,2709,36,3,1,2.5,10,gas,No,No,2
1072,0.99,10,9900,1020,57,3,0,2,5,oil,No,No,1
1073,4,20,14000,2208,36,4,1,2,10,gas,No,No,2
1074,0.46,18,7800,1368,57,3,0,1,7,electric,No,No,1
1075,0.8,28,18000,2488,57,4,1,2.5,7,gas,No,No,2
1076,0.46,7,18400,1865,57,3,0,2.5,8,gas,No,No,2
1077,0.46,10,18400,3174,57,4,0,4,12,gas,No,No,2
1078,0.74,17,23000,2944,57,5,1,2.5,12,gas,No,No,2
1079,0.46,23,7800,960,57,3,0,1,4,gas,No,No,1
1080,0.82,15,15000,3142,57,4,1,2.5,11,gas,No,No,2
1081,0.46,32,11500,1666,57,4,1,2,9,oil,No,No,1
1082,0.07,77,14100,708,57,2,1,1,7,oil,No,No,1
1083,0.79,17,17900,1598,57,3,1,2,8,oil,No,No,2
1084,1,13,4000,1564,27,3,1,2,4,gas,No,No,1
1085,0.63,14,5500,1224,36,3,0,1.5,7,gas,No,No,1
1086,0.21,77,3500,1379,36,3,0,1,7,gas,No,No,1
1087,0.41,41,25400,2310,64,4,1,2.5,7,gas,No,No,2
1088,0.01,14,1200,960,33,2,0,1.5,6,gas,No,No,1
1089,1.28,16,50000,960,21,3,0,1,8,electric,No,No,2
1090,1.64,52,25700,1820,52,4,2,2.5,7,gas,No,No,2
1091,0.33,95,2500,1632,27,3,0,2,4,oil,No,No,1
1092,0.09,90,5900,1594,40,2,0,2,3,gas,No,No,2
1093,1.19,16,17900,1290,62,3,0,2,5,oil,No,No,1
1094,0.4,11,300,1560,36,3,0,1.5,7,gas,No,No,1
1095,0.9,46,7400,1453,36,4,1,1.5,7,oil,No,No,1
1096,1,40,17000,1664,62,3,1,2,8,oil,No,No,1
1097,0.1,18,16200,2169,62,3,1,2.5,10,electric,No,No,2
1098,0.02,9,20000,1420,62,3,0,1,8,gas,No,No,1
1099,0.18,71,3100,1441,36,3,0,1.5,8,gas,No,No,1
1100,0.76,4,18100,1016,62,3,0,1.5,5,gas,No,No,1
1101,0.46,0,15200,2947,52,4,1,2.5,10,gas,No,Yes,2
1102,0.59,11,16700,1652,62,3,0,1.5,5,oil,No,No,1
1103,0.91,105,13200,1927,62,3,0,1.5,7,oil,No,No,2
1104,1,11,16000,960,62,3,0,1,5,gas,No,No,1
1105,0.46,28,15700,1804,62,3,1,1.5,7,electric,No,No,1
1106,0.23,1,72300,2616,62,4,1,2.5,8,gas,No,No,2
1107,1.2,42,17900,1116,62,2,0,1.5,6,oil,No,No,1
1108,1,52,19200,2147,62,2,1,1.5,7,oil,No,No,1
1109,0.87,36,17400,876,62,2,2,1.5,3,oil,No,No,1
1110,0.79,26,16100,2102,62,4,1,2.5,10,electric,No,No,2
1111,1,15,12100,1776,62,3,1,1.5,5,oil,No,No,2
1112,4.84,3,21500,1996,62,3,1,3,8,gas,No,No,2
1113,0.16,165,7200,1759,35,3,0,1,5,gas,No,No,1
1114,1,10,16200,1014,62,3,0,1,7,gas,No,No,1
1115,0.29,5,7400,2270,35,4,0,2.5,10,gas,No,No,2
1116,0.31,85,3400,1548,27,3,0,1.5,8,oil,No,No,1
1117,0.39,3,15000,1620,35,3,0,2,4,gas,No,No,1
1118,1.05,40,49800,2608,52,4,2,2.5,8,gas,No,No,2
1119,1,15,24500,1080,35,3,0,2,4,electric,No,No,1
1120,0.3,76,38300,1140,50,3,0,2,5,gas,Yes,No,2
1121,0.6,34,2700,1152,36,3,0,1,5,gas,No,No,1
1122,5.52,20,5900,1056,36,2,0,1,7,electric,No,No,1
1123,0.48,2,13400,1257,62,3,0,2,8,gas,No,No,1
1124,0.15,25,7200,936,35,2,1,1.5,3,gas,No,No,1
1125,0.04,30,1400,1140,33,3,0,1.5,5,electric,No,No,1
1126,0.01,14,1200,960,33,2,0,1.5,3,gas,No,No,1
1127,0.25,6,15000,1058,35,2,0,1.5,4,gas,No,No,1
1128,1,29,23000,768,35,2,0,1,6,electric,No,No,1
1129,2,14,38900,2048,52,4,1,2.5,10,oil,No,No,2
1130,0.29,7,1100,1198,33,2,1,2,3,gas,No,No,1
1131,1,27,5000,2430,50,4,0,1,9,electric,No,No,2
1132,0.41,35,1300,918,50,3,0,1,7,oil,No,No,1
1133,0.89,46,4500,2722,50,4,1,1.5,11,oil,No,No,2
1134,0.46,0,11100,2364,33,4,1,2.5,8,gas,No,No,2
1135,1,15,5000,1440,50,3,0,1,4,oil,No,No,1
1136,0.27,27,4600,1744,50,3,0,1,7,oil,No,No,2
1137,0.14,105,600,2280,33,4,0,1.5,10,oil,No,No,1
1138,0.42,130,1700,1736,33,3,0,2,5,oil,No,No,1
1139,0.74,95,2700,883,50,1,0,1,2,oil,No,No,1
1140,0.1,145,600,1001,50,2,0,1,5,gas,No,No,1
1141,1.73,34,11500,1296,50,3,0,1,5,oil,No,No,2
1142,0.47,14,16400,2304,40,3,1,2.5,9,electric,No,No,2
1143,0.62,13,28500,2076,52,3,1,2.5,9,gas,No,No,2
1144,0.34,51,19000,1468,52,4,0,1,5,oil,No,No,1
1145,0.34,50,19000,1272,52,3,1,1.5,5,gas,No,No,1
1146,3.28,11,39900,1900,43,3,1,2.5,9,oil,No,No,2
1147,0.47,53,23700,1548,52,3,0,1.5,8,oil,No,No,2
1148,2,35,36600,2212,52,4,1,1.5,8,electric,No,No,2
1149,0.3,0,35800,2376,52,4,1,2.5,10,gas,No,No,2
1150,0.41,33,13500,1712,52,3,1,1.5,7,oil,No,No,1
1151,0.99,1,5000,2660,62,4,1,3.5,8,gas,No,No,2
1152,0.29,5,25000,1487,36,3,0,3,5,oil,No,No,2
1153,2.03,30,10200,1532,36,3,1,1.5,8,electric,No,No,2
1154,0.61,21,16100,2486,62,4,1,2.5,11,gas,No,No,2
1155,0.46,25,13800,1918,62,3,0,2,8,gas,No,No,2
1156,0.51,47,14600,1270,21,3,0,1,7,oil,No,No,1
1157,0.17,19,15200,1406,40,2,0,1.5,7,electric,No,No,1
1158,0.15,18,15100,1385,40,2,0,1.5,6,electric,No,No,1
1159,0.45,16,25000,1300,40,3,0,1.5,4,gas,No,No,2
1160,0.87,0,108900,3259,40,4,1,2.5,10,gas,No,Yes,2
1161,0.08,9,1000,1536,36,3,0,1.5,7,gas,No,No,1
1162,0.58,14,19000,1636,35,4,1,1.5,9,oil,No,No,1
1163,0.41,15,18700,1944,35,3,1,1.5,7,gas,No,No,1
1164,0.46,19,18800,1676,35,3,1,2,7,gas,No,No,2
1165,0.47,12,10700,1040,36,3,0,1,5,gas,No,No,1
1166,0.01,13,1000,1800,36,3,1,2.5,7,gas,No,No,2
1167,0.14,85,7800,1394,21,3,1,1.5,6,oil,No,No,1
1168,0.47,5,20400,1885,21,2,1,2,7,oil,Yes,No,2
1169,0.61,1,19500,1056,21,3,0,2,4,oil,No,No,1
1170,0.16,38,54900,1593,62,3,0,1.5,4,gas,No,No,1
1171,0.05,125,45000,1436,62,4,0,1,5,oil,No,No,1
1172,0.38,34,57800,1668,62,4,1,1.5,5,gas,No,No,1
1173,0.25,35,50000,1302,62,3,0,2,4,gas,No,No,1
1174,0.37,33,57200,1239,62,3,1,1,7,gas,No,No,1
1175,0.31,85,64400,840,62,2,0,1,3,oil,No,No,1
1176,0.19,55,103000,780,62,2,0,1.5,6,gas,No,No,2
1177,0.29,3,64400,1728,62,3,0,2.5,7,gas,No,No,2
1178,0.18,140,56700,1666,62,3,0,1,8,gas,No,No,2
1179,0.24,4,75400,2022,62,3,1,2.5,7,gas,No,No,2
1180,0.08,46,183300,2225,62,4,1,2,9,gas,No,No,2
1181,0.17,115,53700,1023,62,2,0,1,6,gas,No,No,2
1182,0.13,17,51400,1290,62,2,0,1.5,4,electric,No,No,2
1183,0.48,31,72600,3968,62,5,4,3.5,12,gas,No,No,2
1184,0.14,129,93000,1699,62,4,0,1,9,gas,No,No,2
1185,0.48,27,57800,2137,62,4,0,1,9,gas,No,No,2
1186,0.03,5,27000,1428,62,2,1,2.5,4,gas,No,No,2
1187,0.24,35,49100,936,62,3,0,1,8,gas,No,No,1
1188,0.21,3,70600,2586,62,4,1,3,10,gas,No,No,2
1189,0.16,6,36800,1373,62,3,1,2,5,gas,No,No,2
1190,0.28,33,51800,1272,62,3,0,1,6,gas,No,No,1
1191,0.3,33,53000,1368,62,3,1,2,8,gas,No,No,1
1192,0.29,18,46400,2120,62,4,1,2.5,11,gas,No,No,2
1193,0.3,34,53000,1279,62,2,0,1,5,gas,No,No,1
1194,0.53,35,66500,1104,62,2,0,1,3,gas,No,No,1
1195,0.28,41,64000,1092,62,3,1,1,4,gas,No,No,2
1196,0.11,121,87000,2247,62,4,0,2,10,gas,No,No,2
1197,0.18,53,101000,1146,62,4,0,1.5,7,gas,No,No,2
1198,0.53,23,225800,3250,62,3,2,2.5,10,gas,No,No,2
1199,0.35,18,50000,1920,62,4,1,2.5,10,gas,No,No,2
1200,0.5,0,65000,1932,62,3,1,2,7,gas,No,No,2
1201,0.14,4,112100,1620,62,3,0,2.5,7,gas,No,No,2
1202,0.22,50,72000,1640,62,3,0,1,4,gas,No,No,2
1203,0.17,39,55800,1040,62,5,0,1.5,6,gas,No,No,1
1204,5.35,37,137800,1676,62,4,0,2,8,oil,No,No,2
1205,0.33,16,48800,1991,62,3,1,2.5,6,gas,No,No,2
1206,0.24,17,60200,1908,62,4,1,3.5,9,gas,No,No,2
1207,0.57,85,62500,966,62,3,0,1,4,oil,No,No,2
1208,0.03,19,27000,1815,62,2,1,2.5,5,gas,No,No,2
1209,0.3,32,53000,1664,62,3,0,1,7,gas,No,No,1
1210,0.04,19,25600,1216,62,2,1,2,4,gas,No,No,2
1211,0.16,33,54900,1564,62,3,0,2,7,gas,No,No,1
1212,0.31,32,143200,2752,62,4,1,2.5,10,gas,No,No,2
1213,0.25,35,50000,936,62,3,0,1,4,gas,No,No,1
1214,0.14,95,50800,1617,62,4,0,1.5,9,gas,No,No,2
1215,0.12,69,195000,1452,62,3,1,2,5,gas,No,No,2
1216,0.31,5,80600,1911,62,3,1,2.5,6,gas,No,No,2
